id,timestamp,mode,filename,is_defective,confidence_score,defect_count,defects,annotated_relpath
52c3483f-a86e-473c-b520-f4bb8673cd9a,2025-08-27T04:26:46.309387,api,11.JPG,true,0.8950952529492446,20,20,/api/pcb/defective/defective_pcb_20250827_042646.jpg
4fe6f622-57f9-4bea-accd-bed658c5c93d,2025-08-27T14:42:45.815580,api,09.JPG,true,0.8748362436968747,3,3,/api/pcb/defective/defective_pcb_20250827_144245.jpg
81fc62b0-f33e-48ef-803c-67bb13b50cd8,2025-08-27T14:43:02.934864,api,11.JPG,true,0.8950952529492446,20,20,/api/pcb/defective/defective_pcb_20250827_144302.jpg
2972ef3e-a8fc-476c-ab4a-78217ee739ad,2025-08-27T15:20:18.801959,api,11.JPG,true,0.8950952529492446,20,20,/api/pcb/defective/defective_pcb_20250827_152018.jpg
97e36f1b-9260-429c-af65-bf62f844c6c3,2025-08-27T15:57:36.688434,api,copper.jpg,true,0.9928824021387564,1,1,/api/pcb/defective/defective_pcb_20250827_155736.jpg
f9051514-5620-4698-884b-339db2e9d44d,2025-08-27T15:58:06.454085,api,PCB_1_MissingHole_01.jpg,true,0.9937415001652913,1,1,/api/pcb/defective/defective_pcb_20250827_155806.jpg
195b13b1-622f-4297-8f70-9115c43077b9,2025-08-27T15:58:25.057493,api,8.JPG,true,0.6069259600218355,8,8,/api/pcb/defective/defective_pcb_20250827_155824.jpg
29b63675-ba60-4f91-b06a-0aa484c5ee97,2025-08-27T15:58:35.967401,api,p4 ok.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_3339cae6f522487e817aedcb5e0ffe8f.jpg
46435433-c24b-4dc5-943a-68ea6286218e,2025-08-27T15:59:15.658106,api,good2.jpg,true,0.8495654761904762,24,24,/api/pcb/defective/defective_pcb_20250827_155915.jpg
bcae020a-97dc-4242-ae7b-8f6efb730fc3,2025-08-27T15:59:30.163329,api,p1 ok2.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_e5b27142b72b410f93e0d812396d1615.jpg
e57ad197-d5ac-4663-baba-c701177abc18,2025-08-27T15:59:50.470760,api,P7 OK.jpg,true,0.9964285714285714,3,3,/api/pcb/defective/defective_pcb_20250827_155950.jpg
e218fbf4-b4f5-4069-bd37-7769cb2691b2,2025-08-27T16:00:14.179656,api,PCB_8_OK.JPG,true,0.6069259600218355,8,8,/api/pcb/defective/defective_pcb_20250827_160013.jpg
204b058d-e6a3-4d07-b4fc-e5e8098a2341,2025-08-27T16:06:52.842883,api,11.JPG,true,0.8950952529492446,20,20,/api/pcb/defective/defective_pcb_20250827_160652.jpg
fe160a5e-2c4a-4ee2-9b33-f2142f1d9346,2025-08-27T16:07:14.754467,api,p2 ok2.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_c076be753da24960ac282b4415c4cf23.jpg
65981061-a992-4eef-9fc3-75538b1e9f08,2025-08-27T16:08:09.701131,api,10.JPG,true,0.9186758242639587,2,2,/api/pcb/defective/defective_pcb_20250827_160809.jpg
91289356-ad94-4cde-bd64-b44cf409f2dd,2025-08-27T16:08:18.742734,api,09.JPG,true,0.8748362436968747,3,3,/api/pcb/defective/defective_pcb_20250827_160818.jpg
4766cd18-d3aa-40a6-a036-b46bb1bad275,2025-08-27T16:08:29.270400,api,P6 NOT OK Marked.jpg,true,1.0,3,3,/api/pcb/defective/defective_pcb_20250827_160829.jpg
587726ba-6809-4bc0-a95e-4703578c9f08,2025-08-27T16:09:26.987162,api,11.JPG,true,0.8950952529492446,20,20,/api/pcb/defective/defective_pcb_20250827_160926.jpg
2a5cc5ae-22e8-4f1a-bf59-8c4fcf8ed7f7,2025-08-27T16:09:45.544641,api,p1 ok2.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_815e7824520c4a7e9ad60d22d7e0d29d.jpg
6aedb62e-faae-40d2-aed1-247ef1de9e7a,2025-09-07T21:00:25.233686,api,p2 ok2.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_cfb6ca31451345f884db1982c3da5e86.jpg
d93f5f90-dc2b-4ba5-8876-eb1ae9195b2a,2025-09-07T21:09:24.143730,api,11.JPG,true,0.893103448275862,20,20,/api/pcb/defective/defective_pcb_20250907_210923.jpg
b5b42415-4e20-45f4-9b50-b6f3ca7587cc,2025-09-08T17:05:46.984624,api,11.JPG,true,0.8928571428571429,19,19,/api/pcb/defective/defective_pcb_20250908_170546.jpg
5b9e10be-f197-443c-b444-103714b037fd,2025-09-08T17:45:19.254417,api,11.JPG,true,0.8928571428571429,19,19,/api/pcb/defective/defective_pcb_20250908_174519.jpg
0603db0e-c4c7-42f7-8520-c32878950ff0,2025-09-12T22:04:22.389875,api,11.JPG,true,0.8928571428571429,19,19,/api/pcb/defective/defective_pcb_20250912_220422.jpg
87e2c71f-6e8e-4c89-b286-313bcd824ba4,2025-09-22T16:47:29.056913,api,11.JPG,true,0.8928571428571429,19,19,/api/pcb/defective/defective_pcb_20250922_164728.jpg
d1b3055e-4022-43b6-b68b-1637452e3cd5,2025-11-09T16:54:06.064719,api,p1 ok2.jpg,false,0.0,0,0,/api/pcb/result/temp_inspection_d004ebcb16844f13bd7532586b506bce.jpg
2e0497f8-c787-49ce-9d53-8cd148da7333,2025-11-09T16:54:55.661255,api,11.JPG,true,0.8928571428571429,19,19,/api/pcb/defective/defective_pcb_20251109_165455.jpg
289284af-d131-44a7-9c84-aecf8ab4bc69,2025-11-09T16:55:22.135155,api,09.JPG,true,0.8936711022683551,3,3,/api/pcb/defective/defective_pcb_20251109_165522.jpg
